Manufacturer,Model,Engine_Type,HP_or_lbs_thr_ea_engine,Max_speed_Knots,Rcmnd_cruise_Knots,Stall_Knots_dirty,Fuel_gal_lbs,All_eng_service_ceiling,All_eng_rate_of_climb,Takeoff_over_50ft,Takeoff_ground_run,Landing_over_50ft,Landing_ground_roll,Gross_weight_lbs,Empty_weight_lbs,Length_ft_in,Height_ft_in,Wing_span_ft_in,Range_NM,
Excalibur Aviation,"Queen Air '800' conv. Beech 65,A65,70,80",Piston,400,213,201,68,230,"22,200","1,535","1,706","1,365","2,176","1,525","8,000","5,400",N/C,N/C,N/C,,
Excalibur Aviation,"Queen Air '8800' conv. Beech A80,B80",Piston,400,213,201,70,264,"20,000","1,490","2,050","1,365","2,450","1,525","8,800","5,800",N/C,N/C,N/C,,
Fairchild M7 Aerospace,"Metro III,A",Propjet,"1,000",280,248,88,648,"29,900","2,635","3,495",,,,"14,500","8,737",59/4,16/8,57/0,"1,827",
Fairchild M7 Aerospace,"Metro, II (prior '79 height=16/10)",Propjet,940wet,,256,86,648,"27,000","2,400","2,050","1,900","1,970","1,460","12,500","8,000",59/4,16/8,46/3,"1,250",
Fairchild M7 Aerospace,Merlin IV C (SN AT-423 & up),Propjet,"1,000",278,248,88,648,"29,900","2,635","3,340",,"2,970",,"14,500","9,200",59/4,16/8,57/0,"2,040",
Fairchild M7 Aerospace,Merlin IV C,Propjet,1000 dry,283,261,87,648,"30,000","2,440","2,850",,"2,532",,"14,000","9,100",59/4,16/8,57/0,"2,040",
Fairchild M7 Aerospace,"Merlin IV, A",Propjet,840,270,,86,544,"27,000","2,400","2,050","1,600","1,970","1,460","12,500","8,200",59/4,16/8,46/3,"1,815",
Fairchild M7 Aerospace,Fairchild 300,Propjet,900,303,264,92,648,"29,400","2,650","3,080",,"2,805",,"13,230","8,200",42/2,16/9,47/11,"2,178",
Fairchild M7 Aerospace,"Merlin III C, III C-41 (13,230 gross)",Propjet,900,300,265,92,648,"27,000","2,650","2,920",,"3,530",,"13,230","8,150",42/2,16/10,46/3,"2,025",
Fairchild M7 Aerospace,"Merlin III C-23 (12,500 gross) (SN TT426 & up)",Propjet,900,303,264,89,648,"29,400","2,800","2,400",,"3,360",,"12,500","8,090",42/2,16/10,46/3,"2,025",
Fairchild M7 Aerospace,Merlin III B,Propjet,900,309,295,89,648,"31,400","2,780","2,970",,"3,240",,"12,500","7,800",42/2,16/10,46/3,"2,025",
Fairchild M7 Aerospace,Merlin III A,Propjet,840,283,,83,648,"28,900","2,530","2,150","1,900","1,570","1,140","12,500","7,600",42/2,16/10,46/3,"2,670",
Fairchild M7 Aerospace,Merlin II B,Propjet,665,,257,76,386,"29,900","2,780","2,970",,"3,240",,"10,000","6,150",40/1,14/4,45/10,"1,318",
Fairchild M7 Aerospace,Merlin II A,Propjet,550,,235,75,386,"31,000","1,950","2,300",,"2,380",,"9,800","6,075",40/1,14/4,45/10,"1,250",
Flight Design USA,CTSW,Piston,100,120,112,39,34,"14,000",960,,300,,450,"1,320",649,20/4,7/11,28,1080,
Gobosh Aviation,800XP,Piston,100,145,119,35,29,"13,200",850,"1,050",520,"1,100",550,"1,320",760,20/4,6/11,31/6,730,
Gobosh Aviation,700S,Piston,100,133,116,36,18.5,"13,200",850,"1,450",380,"1,410",656,"1,320",820,20/6,7/4,20/6,400,
Gulfstream Aerospace,G V,Jet,"14,750",516,459,,"41,000","51,000",,"5,870",,"2,950",,"89,400","46,800",96/5,25/4,93/6,"6,500",
Gulfstream Aerospace,G550,Jet,"15,385",.885 Mach,.85 Mach,,"40,994","51,000",,,"5,910",,"2,770","91,000","47,900",96/5,25/10,93/6,"6,750",
Gulfstream Aerospace,G500,Jet,"15,385",.885 Mach,.85 Mach,,"34,939","51,000",,,"5,150",,"2,770","85,100","47,600",96/5,25/10,93/6,"5,8000",
Gulfstream Aerospace,G IVSP,Jet,"13,850",505,459,115,"29,500","45,000","4,122","5,450",,"3,190",,"75,000","42,500",88/4,24/5,77/10,"4,220",
Gulfstream Aerospace,G IV,Jet,"13,850",510,459,108,"29,500","45,000","4,219","5,265",,"3,393",,"73,200","42,500",88/4,24/5,77/10,"4,420",
Gulfstream Aerospace,G400,Jet,"13,850",.88 Mach,.80 Mach,,"29,280","45,000",,,"5,450",,"3,190","75,000","43,900",88/4,24/5,77/10,"3,976",
Gulfstream Aerospace,G300,Jet,"13,850",.88 Mach,.80 Mach,,"26,700","45,000",,,"5,100",,"2,650","71,300","43,000",88/4,24/5,77/10,"3,526",
Gulfstream Aerospace,G450,Jet,"13,850",.88 Mach,.80 Mach,,"29,280","45,000",,,"5,450",,"3,260","73,900","42,600",89/4,25/2,77/10,"4,350",
Gulfstream Aerospace,G350,Jet,"13,850",.88 Mach,.80 Mach,,26000,"45,000",,,"5,050",,"3,260","70,900","42,300",89/4,25/2,77/10,"3,800",
Gulfstream Aerospace,GIII (G1159A),Jet,"11,400",503,459,104,"28,300","45,000","4,049","5,115",,"3,250",,"69,700","38,000",83/1,24/4,77/10,"3,767",
Gulfstream Aerospace,G200,Jet,"6,040",.85 Mach,.80 mach,,"15,000","45,000",395,,"6,083",,"3,280","35,450","19,800",62/3,21/5,58/1,"3,400",
Gulfstream Aerospace,GII-B (G1159-B),Jet,"11,400",503,459,103,"28,300","45,000","4,049","5,115",,"3,250",,"69,700","38,150",79/11,24/6,77/10,"3,680",
Gulfstream Aerospace,GII (G1159) with tip tanks,Jet,"11,400",503,459,103,"26,800","45,000","4,240","5,750",,"3,168","3,500","65,500","37,186",79/11,24/6,72/6,"2,795",
Gulfstream Aerospace,GII (G1159),Jet,"11,400",503,459,108,"23,300","45,000","4,345","5,625",,"3,198",,"64,800","36,544",79/11,24/6,68/11,"2,592",
Gulfstream Aerospace,G150,Jet,"4,420",.85 Mach,.80 Mach,,"10,300","45,000",,,"5,000",,"2,880","26,100","14,950",56/9,19/1,55/7,"2,954",
Gulfstream Aerospace,G100,Jet,"4,250",.88 Mach,.80 Mach,,"9,365","45,000",,,"5,395",,"2,920","24,650","13,950",54/10,18/4,54/7,"2,950",
Gulfstream Aerospace,GI (G-159) ceiling quoted w/APU,Propjet,"1,950",340,299,87,"10,463","30,000","1,900",,"4,850",,"2,770","36,000","23,008",63/9,23/4,78/4,"2,164",
Hawker Beechcraft,Hawker Horizon 4000,Jet,"6,900",.84 Mach,422,,"14,600","42,900",,,"4,509",,"2,916","37,500","21,775",69/2,19/7,61/9,"3,400",
Hawker Beechcraft,Hawker 1000,Jet,"5,225",,452,,"11,440","43,000","3,577","6,000",,,,"31,000",,53/9,17/1,51/4,,
Hawker Beechcraft,Hawker 800,Jet,"4,300",463,432,,"10,000","41,000","3,500","4,900",,"3,650",,"27,400","15,120",51/2,17/7,51/4,,
Hawker Beechcraft,Hawker 850 XP Pro Line,Jet,"4,660",.80 mach,402,,"10,000","39,000",,,"5,032",,"2,650","28,000","15,670",51/2,18/1,54/4,"2,522",
Hawker Beechcraft,Hawker 400XP,Jet,"2,965",.78 Mach,414,,"4,912","43,450",,,"3,906",,"3,514","16,300","10,500",48/5,13/11,43/6,"1,565",
Hawker Beechcraft,"HS125-700,A (Hawk-Sidd mfg) ('77=24,200 gross)",Jet,"3,700",443,400,87,"9,450","41,000","3,000","5,800",,"3,600",,"24,800","14,150",50/9,17/7,47/0,,
Hawker Beechcraft,BH-125-600 (Beech mfg),Jet,"3,750",456,435,83,"9,450","41,000","4,500","4,850","3,710","2,125","1,165","25,000","12,865",50/6,17/3,47/0,,
Hawker Beechcraft,BH-124-400A (Beech mfg),Jet,"3,360",443,385,77,"9,100","41,000","3,100","5,000","3,440","1,990","1,140","23,300","11,920",47/5,16/6,47/0,,
Hawker Beechcraft,DH-125-3A-RA,Jet,"3,360",443,385,79,"9,100","41,000","4,150","3,800","1,990","2,450",970,"22,700","12,000",47/5,16/6,47/0,,
IAI,Astra SPX,Jet,"4,250",430,,,"9,365","45,000",,,,,,"24,650",,55/7,18/4,54/7,"2,700",
IAI,Astra SP,Jet,"3,700",,430,,"9,381","45,000",,,,,,"23,500",,55/7,18/2,52/8,"3,104",
IAI,1125 Westwind/Astra,Jet,"3,700",,397,,"9,381","45,000",,"5,400",,"2,450",,"23,500",,55/7,18/2,52/8,"3,104",
IAI,1124A Westwind 2,Jet,"3,700",476,415,89,"9,580","45,000","3,500","5,250","4,200","2,350","1,850","23,500","12,800",52/3,15/9,44/9,"2,904",
IAI,1124 Westwind 1,Jet,"3,700",471,426,90,"8,710","45,000","3,200","4,950","3,900","2,450","1,838","22,850","12,500",52/3,15/9,44/9,"2,440",
IAI,1123 Commodore Jet,Jet,"3,100",471,426,87,"8,620","45,000","4,040","5,750","4,600","2,900","2,275","20,700","11,500",52/3,15/9,44/8,"1,450",
IAI,1121 B Jet Commander,Jet,"2,950",471,426,84,"7,350","45,000","5,000","5,450","4,360","3,900","2,800","18,500","10,500",50/5,15/9,43/3,"1,100",
IAI,1121 Jet Commander,Jet,"2,850",471,426,82,"6,250","40,000","4,400","5,400","4,320","3,900","1,603","17,500","10,500",50/5,15/9,43/3,950,
"Jabiru USA Sport Aircraft, LLC",J250-SP,Piston,120,125,120,39,36,"15,000",700,,700,,640,"1,320",780,21/5,7/10,30/0,840,
"Jabiru USA Sport Aircraft, LLC",J230-SP,Piston,120,130,120,39,35,"15,000",700,,700,,640,"1,320",800,21/5,7/10,32/5,800,
"Jabiru USA Sport Aircraft, LLC",J170-SP,Piston,80,115,100,38,35,"15,000",,,459,,492,"1,320",680,19/0,7/6,31/8,"1,030",
Lake Aircraft,LA-4 Amphibian,Piston,180,122,114,39,40,"13,000",800,"1,275",650,900,475,"2,400","1,555",24/11,9/4,38/0,296,
Lake Aircraft,C-IV Amphibian,Piston,180,123,117,45,30,"13,500",800,"1,375",650,900,475,"2,350","1,520",23/6,8/1,34/0,305,
Lake Aircraft,C-1 Amphibian,Piston,150,109,97,50,30,"9,500",700,"1,550",750,900,475,"2,150","1,450",23/6,8/1,34/0,320,
Lake Aircraft,LA-4 Seaplane,Piston,180,125,122,39,40,"13,500","1,000","1,250",960,,,"2,400","1,345",24/11,8/5,38/0,296,
Lake Aircraft,LA-4 Turbo-Lake,Piston,180,149,143,39,40,"20,000",800,"1,275",650,900,475,"2,400","1,575",24/11,9/4,38/0,543,
Lake Aircraft,LA-4-200 Buccaneer (land specs) 1973 & prior,Piston,200,,130,39,40,"14,700","1,200",875,660,900,475,"2,600","1,535",24/11,9/4,38/0,455,
Lake Aircraft,LA-4-200 Buccaneer (land specs),Piston,200,135,130,39,40,"14,700","1,200","1,050",600,950,475,"2,690","1,555",24/11,9/4,38/0,455,
Lake Aircraft,LA4/200EP,Piston,200,,127,39,48,"12,500",980,,,,,"2,690","1,660",25/0,9/4,38/0,800,
Lake Aircraft,LA/250 Renegade,Piston,250,,122,53,85,"12,500",900,,,,,"3,140","1,850",28/1,10/0,38/0,"1,000",
Lake Aircraft,LA-270 Turbo Seafury,Piston,270,203,155,49,48,"27,000",900,,880,,475,"3,140","2,075",28/4,10/1,38/4,"1,100",
Liberty Aerospace Inc.,XL2,Piston,125,162,125,49,30,,682,"1,496",822,"1,519",841,"1,750","1,160",20/4,7/5,28/9,505,
Lockheed Martin Aircraft,Jetstar II,Jet,"3,700",490,438,,"2,660","43,000","4,200",,"6,200","3,020",,"43,750",,60/5,20/5,54/5,"2,770",
Lockheed Martin Aircraft,Jetstar -8,Jet,"3,300",496,435,106,"2,660","43,000","4,050",,,"3,440",,"41,900","20,999",60/5,20/5,54/5,,
Lockheed Martin Aircraft,Jetstar -6,Jet,"3,000",489,427,,"2,660","43,000",,,"3,750",,"2,600","40,921",,60/5,20/5,54/5,,
Luscombe Aircraft (Quartz Mountain Aero),8 F,Piston,90,96,83,37,25,"16,000",660,"1,850",850,"1,540",450,"1,400",870,20/0,6/3,35/0,273,
Luscombe Aircraft (Quartz Mountain Aero),8 E,Piston,85,91,83,37,30,"15,500",640,"1,850",850,"1,540",450,"1,400",791,19/8,6/1,34/7,346,
Luscombe Aircraft (Quartz Mountain Aero),8 A,Piston,65,91,78,37,14,"14,000",550,"1,950","1,050","1,540",450,"1,260",750,19/8,6/1,34/7,182,
Machen Inc.,Superstar II (600 series Aerostar),Piston,350,300,252,,,"25,000","2,010","2,040","1,710",,,Orig,,Orig,Orig,Orig,900,
Machen Inc.,Superstar I (601P Aerostar),Piston,325,260,250,77,165,,"1,955","1,980","1,700","2,076","1,217",Orig,+200,Orig,Orig,Orig,"1,137",
Machen Inc.,350 Turbo A-36 Bonanza,Piston,350,230,213,,44,"25,000","1,517",,,"1,450",840,Orig,+65,Orig,Orig,Orig,,
Machen Inc.,350 Turbo V-35B Bonanza,Piston,350,235,217,,44,"25,000","1,700",,,"1,177",647,Orig,+35,Orig,Orig,Orig,,
Maule Air Inc.,MX-7-160,Piston,160,,135,40,40,"13,000",825,"1,180",600,500,,"2,200","1,330",23/5,6/3,32/9,540,
Maule Air Inc.,MX-7-180A,Piston,180,,140,40,40,"15,000",920,"1,150",550,500,,"2,400","1,350",23/5,6/3,32.9,500,
Maule Air Inc.,M-7-260,Piston,260,,142,34,73,"20,000","1,650",600,250,500,,"2,500","1,610",23/6,8/4,32/11,,
Maule Air Inc.,M-7-235,Piston,235,,148,30,40,"20,000","1,350",600,125,600,,"2,500","1,500",22/9,6/4,33/2,478,
Maule Air Inc.,M-6 (Land plane),Piston,235,157,129,38,40,"20,000","1,900",540,150,540,,"2,500","1,425",23/6,6/4,33/2,360,
Maule Air Inc.,M-5-235C,Piston,235,,150,33,40,"20,000","1,350",600,150,600,300,"2,300","1,400",23/6,6/4,30/10,360,
Maule Air Inc.,M-5-220C Lunar Rocket,Piston,220,157,150,33,42,"19,000","1,250",585,150,600,200,"2,300","1,300",23/2,6/4,30/10,485,
Maule Air Inc.,M-5-210TC (turbocharged),Piston,210,,170,33,40,"20,000","1,250",600,150,600,,"2,300","1,400",22/9,6/4,30/10,430,
Maule Air Inc.,M-5-210C Lunar Rocket,Piston,210,157,137,33,40,"18,000","1,250",600,150,600,200,"2,300","1,350",22/9,6/4,30/10,345,
Maule Air Inc.,M-5-180C,Piston,180,,136,33,40,"15,000",900,800,200,600,,"2,300","1,300",22/9,6/4,30/10,525,
Maule Air Inc.,M-4-220C Strata Rocket,Piston,220,157,152,35,42,"19,000","1,250",600,400,650,500,"2,300","1,280",22/0,6/2,29/8,530,
Maule Air Inc.,M-4-210 C Rocket,Piston,210,157,143,35,42,"18,000","1,250",585,380,600,450,"2,100","1,250",22/0,6/2,29/8,500,
Maule Air Inc.,M-4-180-C Astro Rocket,Piston,180,148,135,35,42,"17,000","1,000",700,,600,,"2,300","1,250",22/6,6/2,29/8,525,
Maule Air Inc.,M-4 & M-4C Jetasen,Piston,145,157,130,35,42,"12,000",700,900,700,600,450,"2,100","1,100",22/0,6/2,29/8,750,
"Melex USA, Inc.",M18 Dromader (ag plane),Piston,967,151,109,54,106,"25,000","1,400",,624,"1,600",700,"9,300","5,500",31/2,12/0,58/0,,
Mitsubishi Diamond,MU-300 Diamond II,Jet,"2,900",456,438,,"4,260","41,000","3,180","3,950",,"2,930",,"15,780","9,925",48/5,13/10,43/6,"1,530",
Mitsubishi Diamond,MU-300 Diamond IA,Jet,"2,500",430,400,77,"4,260","41,000","3,050","3,850",,"2,800",,"14,630",9410,48/5,13/10,43/6,"1,513",
Mitsubishi Diamond,MU-300 Diamond I,Jet,"2,500",434,410,77,646,"41,000","3,000","4,100",,"2,700",,"13,890","8,300",48/4,13/9,43/5,"1,510",
Mitsubishi Diamond,Marquise (MU-2B-60),Propjet,778,309,296,77,403,"29,750","2,200","2,170","1,825","1,880","1,128","11,575","7,650",39/5,13/8,39/2,"1,391",
Mitsubishi Diamond,Solitaire (MU-2B-40),Propjet,727,322,313,73,403,"33,500","2,350","1,800","1,550","1,600",960,"10,470","7,010",33/3,12/11,39/2,"1,600",
Mitsubishi Diamond,"MU-2M,-2P (-2P empty weight=7,025)",Propjet,724,317,304,73,364,"32,200","2,840","1,800","1,530","1,600",960,"10,470","6,864",33/3,12/11,39/2,"1,250",
Mitsubishi Diamond,"MU-2L,-2N (-2N empty weight=7,760)",Propjet,776,296,283,77,364,"29,600","2,630","2,170","1,845","1,880","1,128","11,575","7,570",39/5,13/8,39/2,"1,200",
Mitsubishi Diamond,MU-2K,Propjet,724,317,270,71,366,"33,200","3,100","1,700","1,445","1,490","1,090","9,920","5,920",33/3,12/11,39/2,"1,175",
Mitsubishi Diamond,MU-2J,Propjet,724,300,265,73,366,"30,800","2,690","1,870","1,500","1,670","1,060","10,800","6,800",39/5,13/8,39/2,"1,150",
Mitsubishi Diamond,MU-2G,Propjet,705,283,261,73,366,"27,000","2,590","1,890","1,500","1,670","1,050","10,800","6,700",39/5,13/8,39/2,"1,100",
Mitsubishi Diamond,MU-2F,Propjet,705,296,270,71,366,"30,400","2,875","1,700","1,445","1,320",750,"9,920","5,790",33/3,12/11,39/2,"1,150",
Mitsubishi Diamond,"MU-2B,-2D (-2D=9,350 gross weight)",Propjet,605,261,,64,285,"26,000","2,000","1,600","1,360","1,100",780,"8,930","5,730",33/3,13/0,39/2,880,
Mooney Aircraft,TLS (M20M),Piston,270,236,223,58,96,"25,000","1,230","2,050","1,080","2,600","1,200","3,368","2,353",26/11,8/4,36/1,,
Mooney Aircraft,Ovation (MS20R),Piston,280,197,191,60,95,"21,000","1,200","1,700",900,"1,600","1,000","3,368","2,200",26/9,8/4,36/1,900,
Mooney Aircraft,PFM (M20L),Piston,217,161,,57,61,"19,300","1,030","2,550","1,300","1,910",800,"2,900","2,003",26/11,8/4,36/1,,
Mooney Aircraft,M-22 pressurized,Piston,310,217,200,60,92,"24,000","1,120","2,079","1,142","1,549",958,"3,680","2,380",26/1,9/1,35/0,813,
Mooney Aircraft,M20S Eagle 2,Piston,244,195,145,59,75,"18,500",,,"2,550",,,"3,300","2,194",26/11,8/4,36/1,980,
Mooney Aircraft,Encore (MS20K),Piston,220,213,197,60,80,"25,000","1,300","2,000","1,300","2,320","1,100","3,100","2,000",25/5,8/4,36/1,"1,100",
Mooney Aircraft,252TSE (M20K),Piston,210,219,201,59,75,"28,000","1,080","2,200","1,250","2,300","1,140","2,900","1,800",25/5,8/4,36/1,980,
Mooney Aircraft,205 (M20J),Piston,200,178,171,54,64,"18,600","1,060","1,700",900,"1,600",677,"2,740","1,710",24/8,8/4,36/1,690,
Mooney Aircraft,231 (M20K) turbocharged,Piston,210,201,191,57,75,"24,000","1,080","2,060","1,220","2,280","1,147","2,900","1,800",25/5,8/4,36/1,980,
Mooney Aircraft,201 (M20J) (prior'81 wing span=35/0),Piston,200,175,170,53,64,"18,800","1,030","1,550",880,"1,550",770,"2,740","1,671",24/8,8/4,36/1,690,
Mooney Aircraft,"M-20F Executive 21 (prior'74=17,900 ceiling)",Piston,200,161,156,54,64,"18,800","1,055","1,385",879,"1,786",785,"2,740","1,640",24/0,8/4,35/0,734,
Mooney Aircraft,"M-20-E Chaparral (prior'74=18,800 ceiling)",Piston,200,165,160,50,52,"21,200","1,125","1,550",760,"1,550",595,"2,575","1,600",23/2,8/4,35/0,601,
Mooney Aircraft,M-20-G Statesman,Piston,180,155,147,50,52,"17,000",875,"1,250",815,"1,670",595,"2,525","1,585",24/3,8/4,35/0,627,
Mooney Aircraft,M-20C Ranger ('77-'78),Piston,180,147,143,50,52,"16,500",800,"1,395",815,"1,610",595,"2,575","1,525",23/2,8/4,35/0,659,
Mooney Aircraft,"M-20-C Ranger thru '76 (prior '74 = 17,500 service ceiling)",Piston,180,153,150,50,52,"19,500",860,"1,395",815,"1,550",595,"2,575","1,525",23/2,8/4,35/0,659,
Mooney Aircraft,M-20-E Super 21 Chaparral,Piston,200,171,163,50,52,"18,800","1,110","1,300",760,"1,365",595,"2,575","1,575",23/2,8/4,35/0,601,
Mooney Aircraft,M-20-C Mark 21,Piston,180,165,158,50,52,"17,200",800,"1,250",815,"1,550",595,"2,575","1,525",23/2,8/4,35/0,659,
Mooney Aircraft,M-20-B Mark 21,Piston,180,165,158,50,52,"18,500","1,150","1,050",775,"1,100",600,"2,450","1,525",23/2,8/4,35/0,745,
Mooney Aircraft,M-20-A Mark 20A,Piston,180,165,157,50,35,"20,000","1,150","1,050",775,"1,100",600,"2,450","1,440",23/1,8/3,35/0,513,
Mooney Aircraft,M-20-Mark 20,Piston,150,149,143,50,35,"17,200",900,"1,150",870,"1,100",600,"2,450","1,415",23/1,8/3,35/0,655,
Mooney Aircraft,M-20-D Master,Piston,180,128,117,50,52,"13,600",740,"1,125",750,"1,100",585,"2,500","1,455",23/2,8/4,35/0,715,
Mooney Aircraft,M-10 Cadet,Piston,90,103,96,40,24,"12,500",835,953,334,"1,016",431,"1,450",950,20/8,7/8,30/0,484,
Mooney Aircraft,A 2-A Cadet,Piston,90,112,108,39,24,"17,300",640,"1,250",540,"1,350",350,"1,450",950,20/0,6/3,30/0,456,
Mooney Aircraft,M18 Mite,Piston,65,123,109,37,12,"19,400","1,000","1,000",750,"1,000",600,850,575,17/7,6/2,26/1,,
Navion Aircraft International,H-Rangemaster (1975-'76),Piston,285,177,166,48,40,"21,500","1,375",980,737,980,763,"3,315","2,000",27/5,8/6,34/9,335,
Navion Aircraft International,"G,G-1 Rangemaster (G=3,150 gross weight)",Piston,260,160,156,51,108,"20,500","1,150",980,785,980,425,"3,315","1,925",27/5,8/5,34/5,"1,043",
Navion Aircraft International,B,Piston,260,165,147,57,40,"16,600","1,110","1,100",800,"1,100",468,"2,850","1,950",27/3,8/5,33/3,340,
Navion Aircraft International,A,Piston,205,142,135,57,40,"15,600","1,050",900,561,"1,100",450,"2,750","1,782",27/3,8/5,33/3,430,
Piaggio America,Avanti P180,Propjet,850,400,,90,"2,630","41,000","3,000","2,630",,"2,650",,"10,810","7,200",47/3,13/1,46/0,"1,746",
Pilatus Business Aircraft,PC-12,Propjet,1200,270,265,64,402,"30,000","1,680","2,300","1,475","1,830",945,"9,920","5,732",47/3,14/0,53/3,"2,261",
Piper Aircraft,PA-42-1000 Cheyenne 400LS,Propjet,1000,351,334,,"3,819","41,000","3,242","1,930",,"2,280",,"12,050","7,856",43/5,17/0,47/8,"1,879",
Piper Aircraft,PA-42-720 Cheyenne III A,Propjet,720,312,288,89,578,"35,840","2,380","2,280","1,465","3,043","1,914","11,200","6,837",43/5,14/9,47/8,"1,722",
Piper Aircraft,PA-42-720 Cheyenne III (prior'82=8 gal less fuel),Propjet,720,290,275,87,390,"32,000","2,236","3,230","2,560","3,017","1,770","11,200","6,389",43/5,14/9,47/8,"1,515",
Piper Aircraft,PA-31T-620 XL Cheyenne IIXL ('82-'83 specs),Propjet,620,275,270,77,382,"32,400","1,750","2,940","2,042","2,446","1,571","9,474","5,164",36/8,12/9,42/8,"1,336",
Piper Aircraft,A-31T-620 Cheyenne II,Propjet,620,283,269,75,382,"31,600","2,710","1,980","1,410","2,480","1,430","9,000","5,018",34/8,12/9,42/8,"1,444",
Piper Aircraft,PA-31T IA Cheyenne IA,Propjet,500,261,247,71,366,"28,200","1,750","2,444","1,429","2,263","1,589","8,700","5,110",34/8,12/9,42/8,861,
Piper Aircraft,PA-31T-500-I Cheyenne I (prior '80 less preform),Propjet,500,248,236,72,300,"28,200","1,750","2,444","1,429","2,263","1,589","8,700","4,907",34/8,12/9,40/8,883,
Piper Aircraft,PA-31 P Press Navajo (prior'77=6 gal more fuel),Piston,425,243,220,73,186,"29,000","1,740","2,200","1,440","2,700","1,370","7,800","5,004",34/5,13/3,40/7,690,
Piper Aircraft,PA-31P-350 Mojave,Piston,350,242,220,75,238,"26,500","1,220","3,035","2,190","2,305","1,395","7,200","5,070",34/6,13/0,44/8,"1,190",
Piper Aircraft,PA-31-350 Chieftain ('81=optional fuel),Piston,350,230,211,74,182,"24,000","1,120","2,510","1,350","1,880","1,045","7,000","4,221",34/7,13/0,40/8,883,
Piper Aircraft,PA-31-325 Navajo C/R ('81=optional fuel),Piston,325,228,220,70,183,"24,000","1,220","2,250","1,000","1,818",906,"6,500","4,099",32/7,13/9,40/8,899,
Piper Aircraft,"PA-31-310 Turbo Navajo B,C (prior '80 less fuel)",Piston,310,227,194,70,187,"24,000","1,220","2,160","1,040","1,818",906,"6,500","4,003",32/7,12/0,40/8,965,
Piper Aircraft,PA-31-310 Turbo Navajo,Piston,310,226,215,62,150,"26,300","1,395","1,760",890,"1,690","1,115","6,500","3,842",32/5,13/0,40/6,840,
Piper Aircraft,PA-31-300 Navajo,Piston,300,195,183,61,150,"20,500","1,440","1,950",930,"1,690","1,115","6,200","3,605",32/6,13/0,40/6,753,
Piper Aircraft,PA-23 F Turbo Aztec (prior'77=7 gal more fuel),Piston,250,,215,55,137,"24,000","1,470","1,980","1,190","1,585",951,"5,200","3,323",31/2,10/1,37/4,565,
Piper Aircraft,PA-23 E Turbo Aztec (1971 length=30/2),Piston,250,220,197,59,144,"30,000","1,530","1,250",820,"1,250",850,"5,200","3,229",31/2,10/3,37/2,620,
Piper Aircraft,PA-23 F Aztec (prior '77=7 gal more fuel),Piston,250,,178,55,137,"17,600","1,400","1,980","1,190","1,585",951,"5,200","3,184",31/2,10/1,37/4,680,
Piper Aircraft,"PA-23 D,E Aztec (prior '72 length=30/2)",Piston,250,188,183,59,144,"21,100","1,490","1,250",820,"1,250",850,"5,200","3,042",31/2,10/3,37/2,722,
Piper Aircraft,"PA-23 C,D Turbo Aztec (C=4 gal more fuel)",Piston,250,223,205,59,140,"30,000","1,490","1,250",820,"1,250",850,"5,200","3,123",30/2,10/3,37/2,645,
Piper Aircraft,PA-23 C Aztec,Piston,250,188,179,59,144,"19,800","1,490","1,250",820,"1,680",860,"5,200","2,933",30/2,10/3,37/1,758,
Piper Aircraft,"PA-23, B Aztec (B=30/2 length)",Piston,250,187,178,54,144,"22,500","1,650","1,100",750,"1,260",900,"4,800","2,900",27/7,10/3,37/1,770,
Piper Aircraft,"PA34-180, Seneca V",Piston,220,205,174,61,122,"25,000",,"1,825","1,525","2,700","1,400","4,750","3,375",28/6,9/9,38/9,700,
Piper Aircraft,"PA34-220T, Seneca IV",Piston,220,196,191,64,123,"25,000","1,400","1,210",,"1,978",,"4,750","3,314",28/6,9/9,38/9,,
Piper Aircraft,PA-34-220T Seneca III (roc=t/o power),Piston,220,196,178,64,93,"25,000","1,400","1,210",920,"1,978","1,400","4,750","2,852",28/6,9/9,38/9,725,
Piper Aircraft,PA-34-200T C/R Turbo Seneca II,Piston,200,196,177,62,93,"25,000","1,340","1,240",870,"2,110","1,380","4,570","2,841",28/7,9/11,38/11,725,
Piper Aircraft,PA-34 C/R Seneca (1973-'74),Piston,200,170,162,60,100,"17,900","1,360","1,420","1,000","1,335",705,"4,200","2,623",28/6,9/11,38/11,685,
Piper Aircraft,PA-34-200 C/R Seneca (1972),Piston,200,170,162,58,100,"20,000","1,460","1,140",750,"1,335",705,"4,000","2,586",28/6,9/11,38/11,685,
Piper Aircraft,PA-44-180T Turbo Seminole,Piston,180,195,183,56,108,"20,000","1,290","1,500",900,"1,400",590,"3,925","2,461",27/7,8/6,38/7,850,
Piper Aircraft,PA-44-180 Seminole,Piston,180,202,157,55,108,"15,000","1,340","1,520",880,"1,238",590,"3,800","2,406",27/6,8/5,38/6,681,
Piper Aircraft,PA-39 C/R Turbo Twin Comanche,Piston,160,214,192,61,120,"25,000","1,290","1,590",990,"1,900",725,"3,725","2,416",25/2,8/2,36/8,"1,188",
Piper Aircraft,PA-39 C/R Twin Comanche,Piston,160,178,172,61,90,"20,000","1,460","1,530",940,"1,870",700,"3,600","2,270",25/2,8/2,36/0,785,
